price,vehicleType,yearOfRegistration,gearbox,kilometer,monthOfRegistration,fuelType,notRepairedDamage
1950,small_car,2003,manual,150000,1,petrol,yes
1899,small_car,2001,manual,150000,9,petrol,no
6200,small_car,2013,manual,90000,1,petrol,no
1800,small_car,2006,manual,150000,5,petrol,yes
5800,coupe,2003,automatic,150000,1,petrol,no
3800,coupe,2003,manual,150000,7,diesel,no
350,small_car,1998,manual,150000,0,petrol,no
7890,suv,2006,manual,150000,8,diesel,no
4900,suv,2003,automatic,150000,2,diesel,no
4150,small_car,2010,manual,70000,4,petrol,no
3700,convertible,2002,automatic,90000,6,petrol,no
3800,small_car,2010,manual,20000,2,petrol,no
6700,suv,2004,automatic,150000,7,diesel,no
750,small_car,1999,manual,150000,3,petrol,no
900,convertible,1997,manual,150000,5,petrol,yes
4250,small_car,2002,manual,150000,4,diesel,no
7600,small_car,2010,manual,150000,3,diesel,no
2400,small_car,2004,manual,125000,6,petrol,no
1450,small_car,1999,manual,150000,7,petrol,no
900,coupe,1999,manual,150000,7,petrol,no
6600,convertible,2002,manual,150000,0,petrol,no
900,convertible,1994,manual,150000,8,petrol,yes
5450,small_car,2008,manual,125000,9,petrol,no
8800,small_car,2012,manual,50000,3,petrol,no
450,small_car,2000,manual,150000,3,petrol,yes
1700,small_car,2005,manual,125000,9,petrol,no
2350,convertible,2003,manual,150000,3,petrol,no
2150,small_car,2002,manual,125000,11,petrol,no
580,small_car,2000,manual,150000,5,petrol,no
1800,convertible,2003,manual,150000,2,petrol,no
2400,small_car,2005,manual,150000,11,petrol,no
2800,small_car,2005,automatic,90000,5,petrol,no
3000,small_car,2006,manual,150000,6,petrol,no
500,small_car,2002,manual,150000,1,petrol,yes
9900,convertible,2005,manual,150000,4,petrol,no
6090,small_car,2014,manual,40000,3,petrol,no
8099,suv,2009,manual,150000,8,diesel,yes
4895,small_car,2010,manual,100000,10,petrol,no
2800,small_car,2005,manual,125000,1,petrol,no
2950,small_car,2009,manual,125000,4,petrol,no
650,small_car,2003,manual,150000,11,petrol,yes
5100,coupe,1999,automatic,125000,11,petrol,no
1650,small_car,1994,automatic,70000,5,petrol,no
250,small_car,1993,automatic,20000,7,petrol,yes
1900,small_car,2006,manual,150000,1,petrol,no
1450,small_car,2004,manual,60000,9,petrol,no
300,coupe,2000,manual,150000,4,petrol,yes
1650,small_car,2008,manual,70000,1,petrol,no
850,convertible,1997,manual,150000,7,petrol,yes
1500,small_car,2001,manual,150000,11,petrol,no
5250,suv,2004,manual,150000,9,diesel,no
6200,convertible,2008,automatic,50000,11,petrol,yes
1850,small_car,2006,manual,150000,5,petrol,no
2999,convertible,1990,manual,150000,7,petrol,no
6900,coupe,2000,manual,150000,2,petrol,no
700,small_car,1990,manual,150000,5,petrol,no
3300,small_car,2005,manual,150000,12,petrol,no
520,small_car,1996,manual,150000,11,petrol,no
300,small_car,2000,manual,150000,7,petrol,yes
1950,small_car,2000,manual,150000,7,petrol,no
3790,small_car,2009,manual,125000,10,petrol,no
6999,suv,1999,automatic,150000,8,petrol,no
2250,small_car,2003,manual,125000,12,petrol,no
600,small_car,2000,manual,125000,2,petrol,no
3799,small_car,2007,manual,150000,1,petrol,no
9900,small_car,2010,automatic,70000,7,petrol,no
8999,small_car,2007,manual,100000,7,petrol,no
1200,small_car,1999,manual,150000,6,petrol,no
999,small_car,2005,manual,150000,2,petrol,no
3350,convertible,2005,manual,150000,7,diesel,no
6800,suv,2004,automatic,150000,10,diesel,no
550,small_car,1998,manual,80000,3,petrol,no
2500,small_car,2004,manual,150000,5,diesel,no
1350,small_car,2005,manual,80000,4,petrol,no
900,small_car,1997,manual,150000,6,petrol,no
1450,small_car,2000,manual,150000,11,petrol,no
1400,small_car,2002,manual,150000,3,petrol,no
2850,small_car,2002,manual,150000,3,petrol,no
4490,convertible,1999,manual,150000,7,petrol,no
6300,small_car,2010,manual,80000,8,petrol,no
2500,small_car,2007,manual,150000,3,petrol,no
1200,small_car,1999,manual,150000,11,petrol,no
7500,suv,2005,automatic,150000,7,diesel,no
4500,small_car,2011,manual,70000,9,petrol,no
6490,small_car,2009,manual,125000,1,petrol,no
200,small_car,1994,manual,150000,3,petrol,yes
2200,small_car,2006,manual,125000,5,petrol,no
2000,small_car,2003,manual,60000,8,petrol,no
1300,coupe,1996,manual,150000,8,petrol,no
1000,small_car,1998,manual,150000,6,petrol,no
650,small_car,2003,manual,150000,1,petrol,yes
2700,small_car,2008,manual,125000,3,petrol,yes
380,small_car,1997,manual,150000,12,petrol,no
600,small_car,1998,manual,100000,3,petrol,no
2450,small_car,2006,manual,125000,6,petrol,no
8450,coupe,2009,manual,150000,11,diesel,no
500,suv,1994,manual,150000,3,petrol,yes
3900,small_car,2001,manual,125000,8,petrol,no
600,small_car,2001,manual,150000,2,petrol,yes
5200,small_car,2012,manual,60000,1,petrol,no
350,small_car,2000,manual,150000,6,petrol,no
950,small_car,1999,manual,150000,6,petrol,no
6000,convertible,2005,automatic,50000,10,petrol,no
9800,suv,2004,manual,125000,2,diesel,no
1200,small_car,1999,manual,150000,1,petrol,no
1000,small_car,2002,manual,150000,7,petrol,no
1450,small_car,2001,automatic,150000,7,petrol,no
900,small_car,2001,manual,150000,4,petrol,no
1200,small_car,1999,automatic,150000,10,petrol,no
250,small_car,1998,manual,125000,1,petrol,yes
5500,small_car,2010,manual,150000,2,diesel,yes
2500,convertible,1990,manual,150000,0,petrol,no
7300,small_car,2008,manual,60000,12,petrol,no
1850,convertible,2004,automatic,150000,12,petrol,no
9100,small_car,2011,manual,50000,2,petrol,no
6510,small_car,2012,manual,90000,4,diesel,no
3490,convertible,2004,manual,150000,4,petrol,no
5850,suv,2006,automatic,150000,11,diesel,no
1450,small_car,2003,manual,125000,11,petrol,no
2450,coupe,1997,manual,150000,7,petrol,no
788,small_car,2001,manual,150000,2,petrol,no
2199,small_car,2003,manual,80000,10,petrol,no
1499,small_car,2003,manual,125000,4,petrol,no
3500,small_car,2007,manual,150000,9,petrol,no
5800,suv,2005,automatic,150000,9,diesel,no
3600,small_car,2009,manual,90000,9,petrol,no
870,small_car,2004,manual,150000,7,petrol,yes
1200,convertible,2005,manual,90000,8,petrol,yes
4499,small_car,2009,manual,125000,2,petrol,no
550,coupe,1994,manual,150000,2,petrol,no
5900,convertible,2007,manual,90000,6,petrol,no
700,small_car,2001,manual,150000,3,petrol,no
333,small_car,1996,manual,125000,3,petrol,no
550,small_car,1999,manual,150000,1,petrol,yes
1199,small_car,2001,manual,150000,11,diesel,no
4200,small_car,2006,manual,80000,1,diesel,no
285,small_car,1997,manual,150000,10,petrol,yes
9600,coupe,2009,automatic,150000,6,diesel,yes
7999,convertible,2007,manual,50000,3,petrol,no
5999,small_car,2009,manual,125000,4,petrol,no
3750,convertible,1994,manual,150000,0,petrol,no
6300,small_car,2012,manual,20000,12,petrol,no
390,coupe,1998,manual,150000,3,petrol,no
1500,convertible,1997,manual,150000,7,petrol,no
4680,convertible,1995,automatic,150000,10,petrol,no
2750,convertible,2003,manual,80000,10,petrol,no
2500,convertible,1997,manual,150000,3,petrol,no
4450,small_car,2010,manual,40000,7,petrol,no
5555,convertible,2004,automatic,150000,3,petrol,no
1299,small_car,2002,manual,150000,3,petrol,no
450,small_car,1999,manual,150000,12,petrol,yes
1200,small_car,2001,manual,125000,7,petrol,yes
4950,suv,2002,automatic,150000,9,diesel,no
250,convertible,1992,manual,150000,3,petrol,yes
1200,small_car,2003,manual,150000,11,petrol,no
750,small_car,1999,manual,150000,2,petrol,no
6200,small_car,2012,manual,40000,4,petrol,no
800,small_car,1998,manual,150000,9,petrol,no
3999,convertible,2004,manual,150000,9,petrol,no
1000,small_car,2003,manual,150000,5,petrol,no
199,small_car,1995,manual,150000,6,petrol,no
399,small_car,2000,manual,150000,3,petrol,yes
550,small_car,2000,manual,150000,4,petrol,no
3300,small_car,2008,manual,100000,10,petrol,no
2100,small_car,2003,manual,150000,2,petrol,no
550,coupe,1999,automatic,150000,11,petrol,yes
3100,coupe,2001,manual,125000,3,petrol,no
950,small_car,1999,manual,150000,12,petrol,no
2000,small_car,2002,manual,40000,6,petrol,no
1400,coupe,1991,manual,150000,9,petrol,no
8300,small_car,2015,manual,5000,10,petrol,no
500,convertible,1999,manual,150000,0,petrol,yes
9999,convertible,2003,automatic,100000,6,petrol,no
500,small_car,2002,manual,150000,4,petrol,yes
6299,small_car,2010,manual,30000,12,petrol,no
4700,small_car,2007,manual,150000,8,diesel,no
1400,small_car,2006,manual,125000,6,petrol,no
1850,small_car,2001,manual,150000,11,petrol,no
1150,small_car,1999,manual,150000,10,petrol,no
7400,small_car,2007,manual,90000,4,petrol,no
7900,small_car,2010,manual,70000,1,petrol,no
2350,convertible,2004,manual,125000,3,petrol,no
400,small_car,1997,manual,150000,1,petrol,no
4650,convertible,2001,manual,150000,12,petrol,no
380,small_car,2004,manual,125000,9,petrol,yes
430,small_car,1997,manual,150000,7,petrol,no
9500,coupe,2009,manual,70000,3,petrol,no
2799,small_car,2004,manual,150000,12,diesel,no
3000,suv,2006,automatic,150000,7,diesel,no
6999,small_car,2003,manual,125000,9,petrol,no
1580,small_car,1998,manual,150000,10,petrol,no
6500,small_car,2003,automatic,125000,7,petrol,no
5900,suv,2004,manual,150000,5,diesel,no
2650,small_car,2005,manual,100000,6,petrol,no
900,small_car,1999,manual,125000,0,petrol,no
1300,small_car,2005,manual,125000,5,petrol,no
4250,small_car,2009,manual,70000,5,petrol,no
5950,small_car,2007,manual,125000,3,petrol,no
4350,small_car,2009,manual,60000,11,petrol,no
599,small_car,1998,manual,150000,7,petrol,no
7600,small_car,2009,manual,150000,5,petrol,no
1790,small_car,2002,manual,150000,9,petrol,no
5000,small_car,2012,manual,50000,1,petrol,no
750,small_car,1999,manual,150000,8,petrol,no
1850,convertible,1997,automatic,150000,10,petrol,yes
950,small_car,2001,manual,125000,4,petrol,no
8888,convertible,2008,manual,150000,5,petrol,no
2100,suv,2002,manual,150000,4,petrol,no
850,coupe,1991,manual,150000,3,petrol,no
1000,convertible,2000,automatic,125000,6,petrol,no
650,small_car,2002,manual,70000,6,petrol,yes
2600,small_car,2002,manual,150000,6,petrol,no
1200,small_car,2002,manual,125000,2,petrol,no
6750,small_car,2013,automatic,30000,2,petrol,no
900,small_car,2000,automatic,150000,4,petrol,yes
500,small_car,1992,manual,150000,4,petrol,no
749,small_car,1997,manual,150000,3,petrol,no
6999,coupe,2005,manual,100000,4,petrol,no
4190,small_car,2009,manual,50000,7,petrol,no
2490,small_car,2003,manual,150000,12,petrol,no
990,small_car,2001,manual,150000,12,petrol,no
1550,small_car,2007,manual,80000,10,petrol,no
5800,small_car,2011,automatic,60000,9,petrol,no
4700,convertible,2002,manual,150000,7,petrol,no
500,small_car,2001,manual,150000,0,petrol,no
1700,small_car,2001,manual,5000,0,petrol,no
1299,small_car,2002,manual,150000,3,petrol,no
750,small_car,1999,manual,150000,9,petrol,no
1599,convertible,1998,manual,150000,3,diesel,no
899,small_car,2002,manual,90000,12,petrol,no
500,small_car,1997,manual,150000,9,petrol,no
1650,small_car,2003,manual,150000,8,petrol,no
650,small_car,2000,automatic,150000,1,petrol,yes
2500,small_car,2004,automatic,125000,9,petrol,no
1600,small_car,2006,manual,150000,10,petrol,yes
9500,small_car,2012,manual,40000,12,petrol,no
4950,small_car,2010,manual,100000,5,petrol,no
1500,small_car,2004,manual,70000,6,petrol,no
650,small_car,2003,manual,150000,8,petrol,no
3200,small_car,2009,manual,150000,8,petrol,no
4000,small_car,2010,automatic,60000,10,petrol,no
300,small_car,1995,manual,150000,9,petrol,yes
3850,small_car,2005,automatic,150000,0,petrol,no
6900,small_car,2011,manual,90000,7,diesel,no
3350,small_car,2007,manual,150000,1,petrol,no
3950,coupe,2004,manual,150000,4,petrol,no
1100,small_car,2003,manual,125000,7,petrol,no
2800,small_car,2005,manual,150000,4,petrol,no
4750,small_car,2012,manual,150000,4,petrol,no
1250,small_car,2003,manual,150000,5,petrol,no
4500,small_car,2006,manual,150000,10,petrol,no
3200,small_car,2006,manual,150000,5,diesel,no
1650,small_car,2000,automatic,150000,1,petrol,no
3999,coupe,2000,manual,150000,11,petrol,no
3499,small_car,2007,manual,125000,7,petrol,no
1900,suv,1994,automatic,150000,4,petrol,no
7099,small_car,2007,manual,125000,3,petrol,no
4000,convertible,1992,manual,150000,6,petrol,no
2000,convertible,2000,manual,150000,5,petrol,no
390,small_car,2000,manual,125000,6,petrol,yes
250,small_car,1994,automatic,150000,12,petrol,yes
2200,small_car,2008,manual,150000,8,petrol,no
850,small_car,1999,manual,150000,6,petrol,no
250,convertible,1996,manual,150000,4,petrol,yes
1000,small_car,2009,manual,90000,12,petrol,yes
9600,coupe,2008,manual,100000,11,petrol,no
550,coupe,1998,manual,150000,4,petrol,no
2300,small_car,1999,automatic,125000,4,petrol,no
500,coupe,1997,manual,150000,4,petrol,no
4999,small_car,2004,manual,125000,6,petrol,no
3999,small_car,2008,manual,50000,8,petrol,no
750,small_car,1999,manual,150000,8,petrol,no
4199,suv,2005,manual,150000,3,diesel,no
1200,small_car,2006,manual,150000,5,petrol,no
5999,small_car,2009,manual,80000,5,petrol,no
1250,small_car,1999,automatic,125000,10,petrol,no
3499,convertible,2005,manual,90000,6,petrol,no
999,small_car,1999,manual,150000,12,petrol,no
3900,convertible,2006,manual,150000,5,petrol,no
6700,small_car,2010,manual,60000,9,petrol,no
3799,convertible,2005,manual,125000,3,petrol,no
1600,small_car,2005,manual,150000,1,petrol,no
4200,small_car,2004,manual,150000,12,petrol,no
3999,small_car,2008,manual,70000,6,petrol,no
1850,small_car,2005,manual,150000,4,diesel,no
7500,small_car,2010,manual,40000,10,petrol,no
300,small_car,1996,manual,150000,10,petrol,no
3500,small_car,2006,manual,100000,3,petrol,no
1700,small_car,2006,manual,150000,6,petrol,yes
8990,coupe,2004,automatic,70000,4,petrol,no
1500,small_car,2000,manual,150000,2,petrol,no
500,small_car,1996,manual,150000,12,petrol,yes
1850,small_car,1996,manual,80000,8,petrol,no
3000,small_car,2009,manual,150000,9,petrol,no
8500,convertible,1995,manual,100000,3,petrol,no
500,small_car,2000,manual,150000,1,petrol,yes
9400,suv,2004,automatic,150000,7,diesel,no
1650,coupe,2001,automatic,150000,9,petrol,no
1990,coupe,1995,automatic,70000,2,petrol,no
2900,small_car,2008,manual,70000,7,petrol,no
599,small_car,1999,manual,70000,0,petrol,no
999,coupe,1992,manual,150000,11,petrol,yes
5750,small_car,2010,manual,150000,2,petrol,no
6390,coupe,2003,automatic,150000,5,petrol,no
5800,small_car,2008,manual,70000,11,diesel,no
7777,convertible,2009,manual,70000,11,petrol,no
500,small_car,1998,manual,150000,10,petrol,no
4499,suv,1999,manual,150000,8,petrol,no
3250,small_car,2004,manual,150000,4,petrol,yes
3995,small_car,2009,manual,90000,5,petrol,no
2000,small_car,2005,manual,150000,10,petrol,no
5840,small_car,2009,manual,80000,1,petrol,no
300,small_car,2005,automatic,90000,4,petrol,yes
9200,small_car,2012,manual,40000,4,petrol,no
1499,small_car,2006,manual,150000,8,diesel,no
2199,small_car,1999,manual,125000,9,petrol,no
2500,convertible,1998,manual,100000,5,petrol,no
6499,convertible,2008,automatic,80000,7,petrol,no
4700,small_car,2009,manual,20000,6,petrol,no
2800,small_car,2003,manual,150000,5,petrol,no
1500,small_car,2005,manual,150000,8,petrol,yes
1350,small_car,2000,manual,150000,5,petrol,no
2650,small_car,2005,manual,150000,11,diesel,no
3500,coupe,1996,manual,150000,10,petrol,no
6750,convertible,2001,manual,150000,6,petrol,no
2150,small_car,2000,manual,150000,5,petrol,no
2850,small_car,2004,manual,150000,5,petrol,no
1900,convertible,2000,manual,150000,9,petrol,no
1200,coupe,1996,automatic,150000,8,petrol,no
750,small_car,2000,manual,150000,11,petrol,no
1599,small_car,2004,manual,70000,11,petrol,no
1899,small_car,1998,manual,150000,7,petrol,no
3999,small_car,2006,manual,100000,6,petrol,no
699,small_car,2003,manual,150000,8,petrol,no
2200,small_car,2005,manual,90000,12,petrol,yes
900,small_car,2000,manual,150000,6,petrol,yes
8499,coupe,2005,automatic,125000,4,petrol,no
5200,small_car,2009,manual,90000,3,petrol,no
777,small_car,1998,manual,150000,3,petrol,no
8399,small_car,2011,manual,80000,7,petrol,no
3950,small_car,2010,manual,70000,1,petrol,no
4950,convertible,2005,manual,150000,8,diesel,no
1250,small_car,2002,manual,150000,10,petrol,no
1850,small_car,2001,automatic,125000,12,petrol,no
3300,small_car,2004,manual,150000,6,petrol,no
1150,small_car,2001,manual,150000,2,petrol,no
850,small_car,1999,manual,150000,12,petrol,no
6000,small_car,2003,automatic,10000,6,petrol,no
750,small_car,1998,manual,150000,3,petrol,no
650,small_car,1997,manual,150000,6,petrol,no
6222,small_car,2008,manual,125000,2,petrol,no
6500,small_car,2011,manual,50000,3,petrol,no
7550,small_car,2013,automatic,20000,6,petrol,no
990,small_car,1996,manual,125000,12,petrol,no
4600,coupe,1999,manual,150000,1,petrol,no
999,small_car,1999,manual,150000,9,petrol,no
2100,small_car,2003,manual,90000,1,petrol,no
1980,small_car,1996,manual,150000,6,petrol,no
3950,small_car,2004,manual,150000,7,petrol,no
8850,convertible,2006,automatic,150000,5,petrol,no
2300,small_car,2000,automatic,90000,4,petrol,no
2850,coupe,2003,manual,150000,10,petrol,no
8950,small_car,2009,manual,70000,1,petrol,no
3500,convertible,2006,manual,100000,9,petrol,no
5500,small_car,2008,manual,70000,4,petrol,no
3000,small_car,2010,manual,50000,8,petrol,no
5500,convertible,2006,manual,125000,12,petrol,yes
4500,small_car,2006,manual,150000,11,diesel,no
750,small_car,2001,manual,150000,12,petrol,no
8250,small_car,2007,manual,125000,7,petrol,no
4500,small_car,2009,manual,125000,7,petrol,no
1100,small_car,2000,manual,150000,2,petrol,no
7999,convertible,2007,manual,150000,4,diesel,no
1999,coupe,2002,manual,150000,11,petrol,yes
5581,small_car,2008,manual,60000,12,petrol,no
1430,small_car,2002,manual,150000,3,diesel,yes
6990,small_car,2011,manual,30000,5,petrol,no
2400,small_car,2004,manual,150000,1,petrol,no
1950,small_car,2004,manual,150000,1,petrol,no
900,small_car,2000,manual,150000,2,petrol,no
2300,small_car,2004,automatic,60000,3,petrol,no
2600,convertible,2001,automatic,90000,7,petrol,no
2200,small_car,1998,manual,150000,11,petrol,no
2599,convertible,2005,manual,80000,3,petrol,no
5999,small_car,2009,manual,80000,6,petrol,no
990,small_car,2003,manual,150000,4,petrol,no
7999,coupe,2005,automatic,150000,2,petrol,no
3350,small_car,2007,manual,100000,9,diesel,no
250,small_car,1999,manual,150000,3,petrol,yes
4500,coupe,1997,manual,150000,10,petrol,no
3450,small_car,2009,manual,125000,3,petrol,no
1200,small_car,2004,manual,125000,7,petrol,no
5500,small_car,2009,manual,90000,4,petrol,no
6900,small_car,2008,manual,100000,7,petrol,no
5800,convertible,2003,manual,150000,7,petrol,no
1150,small_car,1998,manual,150000,7,diesel,no
1300,small_car,2004,manual,150000,4,petrol,yes
1450,small_car,2003,manual,150000,11,petrol,no
2200,small_car,2012,manual,100000,12,petrol,no
3990,small_car,2005,manual,100000,4,petrol,no
3400,small_car,2003,manual,70000,11,petrol,no
6650,small_car,2011,manual,60000,3,petrol,no
2550,suv,2000,automatic,150000,5,diesel,no
5900,suv,2004,manual,150000,7,diesel,no
9450,small_car,2010,manual,90000,6,diesel,no
1750,small_car,2005,manual,125000,5,petrol,no
1100,small_car,2002,manual,150000,4,petrol,no
1850,small_car,2003,manual,150000,2,petrol,no
2990,suv,1998,manual,150000,8,petrol,no
3400,small_car,2009,manual,70000,5,petrol,no
3490,coupe,2003,manual,150000,10,petrol,no
9950,suv,2009,manual,60000,2,petrol,no
2490,coupe,1997,manual,150000,7,petrol,no
850,small_car,1996,manual,150000,12,petrol,no
1300,small_car,2002,manual,90000,4,petrol,no
6999,small_car,2008,manual,60000,11,petrol,no
5500,small_car,1998,manual,70000,12,petrol,no
2500,convertible,1995,manual,150000,3,petrol,no
3500,small_car,2005,manual,125000,6,petrol,yes
650,small_car,2005,manual,125000,0,petrol,yes
5890,small_car,2011,automatic,60000,6,petrol,no
6400,small_car,2009,manual,50000,4,petrol,no
600,small_car,1995,manual,125000,6,petrol,no
3990,suv,1996,manual,80000,1,petrol,no
800,small_car,1995,manual,150000,11,petrol,no
8200,convertible,2003,manual,90000,5,petrol,no
3200,convertible,2001,manual,70000,7,diesel,no
950,coupe,1996,manual,150000,12,petrol,no
6990,convertible,1998,automatic,125000,12,petrol,no
980,small_car,1994,manual,150000,12,petrol,no
600,small_car,2003,manual,90000,3,petrol,yes
3299,small_car,2004,automatic,100000,4,petrol,yes
1399,small_car,2000,manual,150000,7,petrol,no
1000,small_car,2003,manual,150000,11,petrol,no
550,small_car,1997,manual,150000,6,petrol,no
1150,small_car,1998,manual,150000,11,petrol,no
3949,small_car,2007,manual,70000,11,petrol,no
3500,small_car,2004,manual,150000,5,diesel,no
5999,small_car,2009,manual,150000,3,diesel,no
1999,convertible,2002,automatic,150000,0,petrol,no
6000,small_car,2011,manual,40000,1,petrol,yes
3800,small_car,2006,manual,80000,6,petrol,no
800,small_car,2000,manual,150000,10,petrol,no
1950,small_car,2001,manual,125000,0,petrol,no
3200,suv,2005,manual,90000,6,petrol,no
4370,small_car,2005,manual,20000,2,petrol,no
2200,small_car,2000,manual,125000,10,petrol,no
500,small_car,1996,manual,150000,7,petrol,no
1650,convertible,1995,manual,150000,4,petrol,no
4000,small_car,2004,manual,40000,1,petrol,no
6500,small_car,2009,manual,60000,7,petrol,no
2190,small_car,2001,manual,150000,3,petrol,no
150,small_car,1999,manual,150000,0,petrol,yes
999,small_car,2003,manual,125000,4,petrol,no
4200,small_car,2007,automatic,125000,9,petrol,no
6950,small_car,2012,manual,30000,3,petrol,no
500,small_car,1996,manual,150000,1,petrol,no
8000,suv,2012,manual,70000,8,diesel,no
2750,coupe,2005,manual,150000,8,diesel,no
6900,convertible,2006,manual,100000,1,petrol,no
6700,small_car,2010,manual,90000,5,petrol,no
8450,convertible,2010,automatic,60000,9,petrol,no
3000,coupe,2002,manual,150000,12,petrol,no
200,small_car,1999,manual,150000,9,petrol,no
4999,small_car,2003,automatic,150000,3,petrol,no
700,small_car,2000,manual,150000,5,petrol,no
1750,convertible,2003,manual,150000,3,petrol,no
3000,suv,2003,automatic,150000,9,petrol,yes
395,small_car,2004,manual,125000,6,petrol,yes
1299,small_car,1998,automatic,70000,4,petrol,no
599,small_car,1999,manual,150000,12,petrol,no
450,small_car,2001,manual,125000,12,petrol,yes
1950,small_car,2002,manual,125000,5,petrol,no
8999,small_car,2007,manual,70000,5,petrol,yes
1450,small_car,1999,manual,125000,9,petrol,no
950,small_car,1997,manual,150000,8,petrol,no
2100,small_car,2002,manual,150000,12,petrol,no
6200,suv,2006,automatic,150000,6,diesel,no
3500,small_car,2009,manual,80000,7,petrol,no
3100,coupe,2004,manual,150000,1,petrol,no
4350,small_car,2009,manual,60000,7,petrol,no
5800,coupe,2007,manual,150000,9,diesel,no
450,small_car,2000,manual,150000,12,petrol,yes
1200,small_car,2003,manual,150000,3,petrol,no
2650,small_car,2004,manual,150000,11,petrol,no
7500,small_car,2008,manual,30000,12,petrol,no
1100,small_car,2001,manual,150000,1,petrol,no
4900,convertible,2005,manual,100000,9,petrol,no
1500,coupe,1994,manual,150000,8,petrol,no
450,small_car,1999,manual,150000,12,petrol,no
9500,suv,2005,automatic,150000,8,diesel,no
1500,small_car,1996,manual,60000,12,petrol,no
2750,small_car,2006,manual,150000,3,petrol,no
550,small_car,1997,manual,150000,0,petrol,yes
8000,suv,2003,automatic,150000,9,diesel,no
7790,coupe,2002,manual,100000,8,petrol,no
250,small_car,1991,manual,150000,7,petrol,no
6999,small_car,2009,manual,125000,5,diesel,no
4797,suv,2005,manual,90000,4,petrol,no
4499,small_car,2007,manual,125000,9,petrol,no
275,small_car,1999,manual,150000,12,petrol,yes
6300,suv,2006,manual,125000,4,petrol,no
3900,small_car,2006,manual,150000,4,petrol,no
1950,small_car,2003,manual,80000,6,petrol,no
1290,small_car,1997,manual,150000,6,petrol,no
9799,suv,2008,manual,40000,8,petrol,no
2450,small_car,2006,manual,125000,3,petrol,no
1900,convertible,1996,manual,125000,1,petrol,no
6850,convertible,1997,manual,125000,1,petrol,no
1200,convertible,1996,automatic,125000,8,petrol,no
2590,small_car,2005,manual,100000,8,petrol,no
850,small_car,1997,manual,150000,12,petrol,no
8500,small_car,2013,manual,50000,1,petrol,no
650,small_car,1996,manual,150000,11,petrol,no
8800,convertible,2009,manual,125000,3,petrol,no
1150,small_car,1999,manual,125000,9,petrol,no
1300,small_car,2003,manual,50000,9,petrol,no
2600,coupe,2008,manual,125000,2,petrol,no
1555,small_car,2003,manual,150000,4,petrol,no
2750,small_car,2005,manual,125000,7,petrol,no
3200,convertible,1999,manual,150000,1,petrol,no
5700,small_car,2009,manual,125000,11,diesel,no
200,small_car,2001,manual,150000,1,petrol,yes
3100,small_car,2007,manual,20000,9,petrol,no
1000,small_car,1999,manual,125000,3,petrol,yes
550,small_car,1999,manual,150000,9,petrol,no
1000,coupe,2001,manual,150000,8,petrol,no
715,small_car,2000,automatic,150000,11,petrol,no
7250,coupe,2002,automatic,150000,9,petrol,no
549,small_car,1998,manual,150000,7,petrol,no
2950,small_car,2006,manual,125000,3,petrol,no
6499,small_car,2011,manual,40000,5,petrol,no
550,small_car,1996,manual,150000,12,petrol,no
1999,coupe,2001,manual,150000,12,diesel,no
999,small_car,2002,manual,125000,3,petrol,no
5200,small_car,2005,manual,150000,3,petrol,no
3690,convertible,2004,manual,90000,4,petrol,no
8900,suv,2015,manual,5000,4,petrol,no
2000,coupe,1994,manual,100000,5,petrol,no
4750,small_car,2008,automatic,100000,1,petrol,no
290,small_car,2001,manual,90000,2,petrol,yes
1750,small_car,2000,automatic,40000,11,petrol,yes
3290,small_car,2010,manual,150000,2,petrol,no
3600,small_car,2007,manual,80000,1,petrol,no
1100,small_car,1998,manual,150000,7,petrol,no
9999,small_car,2012,automatic,50000,2,petrol,no
850,small_car,1998,manual,150000,3,petrol,no
850,convertible,2002,manual,150000,3,petrol,yes
4690,small_car,2008,manual,50000,11,petrol,no
9000,convertible,2006,manual,150000,6,petrol,no
2100,suv,1999,manual,125000,2,petrol,no
750,small_car,1999,manual,150000,4,petrol,no
5800,convertible,1997,manual,150000,3,petrol,no
199,small_car,1998,manual,150000,4,petrol,no
999,small_car,1995,manual,150000,1,petrol,no
7490,suv,2003,automatic,150000,3,diesel,no
355,small_car,1995,automatic,5000,10,petrol,no
6700,small_car,2010,manual,80000,4,petrol,no
7600,small_car,2013,manual,20000,11,petrol,no
1800,small_car,2003,manual,150000,2,petrol,no
650,small_car,1996,manual,150000,9,petrol,no
2000,suv,1996,manual,150000,7,diesel,no
2400,small_car,2010,manual,60000,3,petrol,yes
4000,small_car,2007,manual,150000,6,diesel,no
5990,convertible,2011,automatic,80000,9,petrol,no
1600,small_car,2003,manual,150000,1,diesel,no
5500,coupe,1999,manual,150000,2,petrol,no
1800,small_car,2001,manual,125000,3,petrol,no
3199,small_car,2006,manual,50000,6,petrol,no
2100,small_car,2006,manual,150000,4,petrol,yes
800,small_car,2002,manual,150000,1,petrol,no
1200,small_car,2001,manual,150000,10,petrol,no
1950,suv,2007,manual,125000,6,diesel,yes
8000,suv,2006,manual,150000,9,diesel,no
1450,small_car,1999,manual,125000,1,petrol,no
2300,small_car,2006,manual,150000,9,diesel,no
7100,convertible,2008,manual,70000,2,petrol,no
5500,convertible,2006,manual,125000,12,petrol,yes
4000,small_car,2000,automatic,70000,5,petrol,no
3850,convertible,1997,manual,150000,3,petrol,no
5990,suv,2004,manual,125000,1,petrol,no
1800,convertible,2005,manual,150000,5,petrol,no
